证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
000037,深南电A,163.19733333333335,-0.9186666666666657,-3.6239999999999997,135.9453333333333,20.05666666666667,0.02866666666666664
000420,吉林化纤,162.8406666666666,1.2893333333333337,14.113333333333335,48.47333333333335,26.526666666666664,0.020000000000000007
000016,深康佳Ａ,161.99933333333323,1.0226666666666662,-3.6180000000000003,-178.78666666666675,21.70733333333333,0.09533333333333327
600251,冠农股份,161.7286666666667,3.8040000000000007,5.1386666666666665,154.82266666666666,19.572,0.09933333333333333
002446,盛路通信,161.68800000000002,4.605333333333333,4.2780000000000005,60.895999999999994,43.30133333333333,0.19199999999999998
002124,天邦股份,161.54466666666667,9.014666666666667,8.754666666666667,7.8940000000000055,12.873333333333331,0.22333333333333327
000687,华讯方舟,160.27999999999994,2.533333333333333,0.8446666666666671,191.35599999999997,45.39200000000001,0.044666666666666674
000938,紫光股份,157.45200000000003,3.6913333333333336,4.083333333333333,-7.026666666666667,53.42000000000001,0.6600000000000001
002460,赣锋锂业,156.99333333333334,16.352000000000004,10.773333333333335,90.57000000000001,65.54333333333334,0.6173333333333333
002044,美年健康,156.87733333333335,3.135333333333333,3.8553333333333337,-23.043333333333337,48.70399999999999,0.05800000000000001
000936,华西股份,154.97,3.9926666666666666,3.480000000000001,90.13066666666667,12.189333333333334,0.17333333333333328
002724,海洋王,152.37666666666667,3.0383333333333327,2.9258333333333333,141.49833333333336,11.866666666666665,0.09666666666666668
600111,北方稀土,152.18199999999996,2.1586666666666665,2.467333333333334,145.67666666666668,36.51200000000001,0.051333333333333335
002523,天桥起重,150.64199999999997,2.9726666666666666,2.2700000000000005,118.94133333333333,28.175333333333338,0.062000000000000006
601788,光大证券,150.338,7.085333333333335,7.280000000000001,106.33200000000001,58.32666666666667,0.6533333333333334
601918,新集能源,149.87199999999999,-1.8579999999999999,-7.726,120.65533333333333,10.99933333333333,-0.05599999999999999
002196,方正电机,149.37333333333333,2.5753333333333335,2.0946666666666665,57.56666666666667,25.225333333333335,0.1653333333333333
002103,广博股份,148.42733333333334,3.464,2.854666666666666,81.42466666666665,30.423333333333336,0.12800000000000003
002384,东山精密,148.07466666666667,3.928666666666666,2.946,52.90533333333333,63.045999999999985,0.17200000000000001
000042,中洲控股,146.30266666666665,6.592,6.553333333333333,122.31866666666663,41.882666666666665,0.5573333333333335
601011,宝泰隆,145.87466666666668,1.7413333333333332,1.384,123.79533333333333,22.199333333333332,0.06333333333333335
600185,格力地产,145.15466666666666,11.735333333333331,11.942,100.46000000000001,324.8286666666667,0.596
000408,藏格控股,143.7457142857143,5.619285714285714,-0.9014285714285722,187.33999999999997,42.40428571428572,0.18214285714285713
000564,供销大集,143.4753333333333,1.8406666666666667,1.9313333333333333,87.02133333333332,18.92733333333333,0.08066666666666668
