证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600939,重庆建工,43.07,13.28,14.72,-43.34,15.82,0.43
600958,东方证券,-236.18,41.67,108.1,-378.97,-63.4,2.77
600959,江苏有线,-77.66,40.75,49.65,-212.69,264.7,1.4100000000000001
600960,渤海汽车,435.84,30.69,40.39,235.84,260.97,1.3
600961,株冶集团,-5842.68,-152.23,-209.77,-7001.87,-43.3,-2.13
600962,国投中鲁,4084.08,8.33,-17.85,4180.55,5.43,0.26
600963,岳阳林纸,3534.57,3.05,-17.67,222.58,39.9,0.18
600965,福成股份,189.72,88.16,83.19,162.26,79.69,1.82
600966,博汇纸业,3591.4,82.16,46.66,3151.35,124.44,2.8
600967,内蒙一机,-471.39,19.25,34.38,647.3,-215.47,1.03
600969,郴电国际,-185.33,28.18,44.92,-416.32,77.49,3.06
600970,中材国际,1193.08,214.06,192.78,635.34,-54.18,9.1
600973,宝胜股份,303.87,49.85,54.38,29.5,515.47,1.9
600975,新五丰,3215.77,54.28,31.6,1942.85,157.07,1.07
600976,健民集团,-9.65,78.83,88.76,-76.9,113.66,5.26
600977,中国电影,119.3,44.01,53.99,-37.65,50.97,2.45
600978,宜华生活,124.5,90.83,95.13,-56.13,245.52,4.47
600979,广安爱众,679.89,79.34,62.52,312.33,136.94,2.34
600980,北矿科技,114.59,51.33,24.94,2308.23,70.32,1.71
600981,汇鸿集团,206.54,82.88,62.29,1490.15,-54.21,2.93
600982,宁波热电,204.18,47.22,61.61,30.87,449.91,1.53
600983,惠而浦,687.72,55.71,83.87,430.45,14.42,3.18
600984,建设机械,4260.0,7.08,-30.57,1239.35,1761.59,0.52
600985,淮北矿业,-15.25,84.7,82.05,35.34,-21.77,4.39
600986,科达股份,3178.31,73.21,65.0,982.68,2204.72,3.59
600987,航民股份,175.08,148.36,152.16,-15.25,81.55,6.95
600988,赤峰黄金,260.64,84.77,136.56,-240.96,691.98,2.14
600990,四创电子,5605.11,39.19,46.99,1383.41,423.29,3.68
600992,贵绳股份,67.22,12.84,12.51,51.85,55.25,0.72
600993,马应龙,17.63,127.36,138.11,-129.93,114.62,5.79
600995,文山电力,440.04,147.13,123.59,304.01,31.38,5.03
600996,贵广网络,-46.09,23.69,41.52,-115.18,93.37,0.9400000000000001
600997,开滦股份,892.86,28.19,8.89,421.85,219.24,1.67
600998,九州通,495.28,69.16,67.8,74.76,319.53,4.87
600999,招商证券,891.32,119.31,129.14,246.72,660.26,9.89
601000,唐山港,168.62,99.94,114.83,-160.11,126.66,3.26
601001,大同煤业,-388.69,24.08,22.84,-525.51,137.87,0.25
601002,晋亿实业,2945.44,27.63,31.26,2770.53,29.64,0.86
601003,柳钢股份,3017.48,112.6,-2.7800000000000002,1816.71,149.58,3.17
601005,重庆钢铁,-12084.82,-360.46,-102.81,-17539.29,-228.81,-4.08
601006,大秦铁路,215.63,120.9,128.94,108.09,143.38,7.59
601007,金陵饭店,656.17,38.63,29.0,662.08,239.24,1.83
601008,连云港,-457.21,6.42,13.79,-456.92,-83.39,0.21
601009,南京银行,298.01,163.8,167.01,-16.63,285.86,14.43
601010,文峰股份,-91.89,66.45,79.54,-157.05,-61.81,1.5899999999999999
601011,宝泰隆,2188.12,26.12,20.76,1856.93,332.99,0.9500000000000001
601012,隆基股份,1951.42,172.36,139.24,678.78,1071.4,7.91
601015,陕西黑猫,663.71,26.75,25.29,391.92,325.04,0.78
601016,节能风电,591.93,49.74,45.1,318.95,258.28,0.96
601018,宁波港,8.01,73.48,78.56,-66.52,247.46,1.8900000000000001
601020,华钰矿业,839.33,58.33,48.62,530.25,582.24,1.9100000000000001
601021,春秋航空,151.73,134.53,162.3,-168.15,203.07,12.72
601028,玉龙股份,29844.2,-7.03,-5.48,27911.99,-79.31,-0.16
601038,一拖股份,-1315.72,20.99,40.74,-1286.08,-130.71,0.9400000000000001
601058,赛轮轮胎,2061.67,57.56,66.81,1225.45,119.92,1.53
601069,西部黄金,352.85,26.87,42.37,226.06,58.5,0.7000000000000001
601086,国芳集团,13.74,5.89,7.43,-20.73,1.75,0.16
601088,中国神华,315.43,93.91,91.93,257.67,56.63,14.64
601098,中南传媒,27.66,114.83,124.07,-107.6,42.48,7.64
601099,太平洋,-1068.51,53.42,80.76,-1374.37,596.71,1.01
601100,恒立液压,3130.85,66.43,30.95,2893.28,683.77,3.52
601101,昊华能源,7171.53,49.43,24.21,6448.42,38.97,3.03
601106,中国一重,-6422.54,-88.08,-100.43,-7110.26,687.61,-1.8399999999999999
601107,四川成渝,75.41,79.4,82.3,-13.22,-57.36,3.39
601111,中国国航,2705.17,104.5,94.65,2457.6,101.19,5.61
601113,华鼎股份,-2729.31,17.28,-0.8300000000000001,-3356.23,497.04,0.71
601116,三江购物,11.6,58.97,61.83,-9.89,-44.67,2.32
601117,中国化学,-168.81,67.94,88.84,-253.27,26.57,3.64
601118,海南橡胶,-58180.02,-107.34,-87.96,-63646.8,-288.84,-2.25
601126,四方股份,-408.28,44.08,52.87,-458.69,-5.19,2.2800000000000002
601127,小康股份,89.64,50.64,60.38,-76.17,145.23,2.37
601128,常熟银行,103.43,40.71,38.84,25.93,70.09,1.96
601137,博威合金,636.56,63.68,48.82,489.23,217.47,3.77
601139,深圳燃气,186.88,107.52,113.86,-39.56,131.22,3.59
601155,新城控股,1377.28,105.59,77.72,851.42,449.12,8.19
601158,重庆水务,112.81,111.44,109.54,87.83,21.76,3.15
601163,三角轮胎,-149.98,18.37,46.24,-222.25,5.41,1.8399999999999999
601166,兴业银行,106.41,163.16,180.58,-141.52,92.45,26.5
601168,西部矿业,2691.97,23.14,13.35,2698.42,173.51,1.12
601169,北京银行,103.79,144.86,159.52,-142.33,166.07,11.29
601177,杭齿前进,-551.32,-3.37,-1.26,-567.68,-18.97,-0.13
601179,中国西电,84.43,41.5,43.15,48.15,-29.0,1.52
601186,中国铁建,183.84,100.34,100.06,12.95,69.06,8.92
601188,龙江交通,-6.64,76.09,82.72,-87.62,387.85,2.19
601198,东兴证券,-239.02,49.79,88.01,-387.73,-195.0,3.09
601199,江南水务,205.01,97.33,98.77,42.23,203.02,3.85
601200,上海环境,-6.24,16.6,18.28,-32.32,16.48,1.32
601208,东材科技,87.98,28.86,39.97,39.35,88.26,1.05
601211,国泰君安,-175.41,57.14,104.71,-322.34,-159.35,6.83
601212,白银有色,-338.16,-1.01,5.44,-357.88,54.98,-0.01
601216,君正集团,666.03,118.71,110.26,173.69,266.75,2.29
601218,吉鑫科技,-715.68,18.6,35.23,-801.71,-118.74,0.47000000000000003
601222,林洋能源,486.97,77.52,88.85,-119.24,241.02,5.71
601225,陕西煤业,9544.56,99.45,45.24,8198.58,230.74,4.23
601226,华电重工,4913.01,4.72,33.42,5408.25,-41.79,0.15
601228,广州港,124.15,11.91,9.87,77.52,44.0,0.24
601229,上海银行,63.32,37.44,33.83,48.45,65.9,4.69
601231,环旭电子,303.9,101.3,111.5,70.12,188.69,3.5700000000000003
601233,桐昆股份,3855.98,99.12,52.51,3128.03,187.69,8.57
601238,广汽集团,871.03,158.35,131.88,526.64,641.07,10.96
601258,庞大集团,666.72,15.89,17.7,497.94,-20.91,0.33
601288,农业银行,40.18,156.27,167.06,-90.61,48.16,5.6
601299,中国北车,14.98,2.04,2.29,-10.92,18.67,0.08
601311,骆驼股份,-45.19,92.46,111.94,-190.23,233.95,5.18
601313,江南嘉捷,-294.96,94.06,102.3,701.31,-2.44,3.46
601318,中国平安,396.69,154.8,152.0,16.66,316.45,33.23
601326,秦港股份,9.71,6.78,7.13,-4.91,-0.07,0.17
601328,交通银行,35.21,115.98,125.63,-108.38,49.91,8.59
601333,广深铁路,436.93,38.35,34.13,405.23,115.51,1.52
601339,百隆东方,66.76,64.68,65.31,22.58,106.36,3.15
601360,三六零,-294.96,94.06,102.3,701.31,-2.44,3.46
601366,利群股份,80.68,15.76,20.08,-55.82,17.12,0.86
601368,绿城水务,92.27,66.74,73.83,-64.04,49.2,2.6
601369,陕鼓动力,-0.06,49.27,53.29,-10.73,-20.49,1.8399999999999999
601377,兴业证券,902.51,116.72,131.27,513.26,599.7,4.33
601388,怡球资源,7462.19,49.72,30.12,6833.5,213.34,0.66
601390,中国中铁,273.1,90.83,88.61,46.86,63.89,5.03
601398,工商银行,27.64,150.11,178.34,-164.96,64.83,7.46
601500,通用股份,-6.6,18.28,25.07,-66.89,53.32,0.64
601515,东风股份,-12.38,174.8,200.84,-160.02,178.64,5.61
601518,吉林高速,40.44,75.42,80.91,-56.27,138.82,1.6600000000000001
601519,大智慧,-8689.32,-128.81,-150.14,-11062.03,-105.84,-1.47
601555,东吴证券,455.71,80.46,96.3,-19.99,445.29,4.83
601558,ST锐电,-5448.64,-196.83,-209.49,-7663.47,1239.63,-1.75
601566,九牧王,107.09,90.5,87.16,56.8,110.75,7.17
601567,三星医疗,379.2,103.53,112.95,-67.89,306.72,3.85
601579,会稽山,179.98,56.97,67.01,-166.32,165.74,2.75
601588,北辰实业,566.47,68.36,54.29,475.26,461.13,2.42
601595,上海电影,-94.53,30.3,52.86,-194.93,36.21,1.6400000000000001
601599,鹿港文化,529.58,57.39,55.49,73.45,222.76,1.83
601600,中国铝业,8579.31,15.47,-66.38,5106.57,137.73,0.37
601601,中国太保,244.87,104.49,104.65,105.93,237.5,15.12
601607,上海医药,200.68,97.79,93.87,69.22,210.77,11.47
601608,中信重工,-2696.69,-14.34,-1.77,-2590.12,-75.09,-0.23
601611,中国核建,61.18,30.46,32.22,-11.41,76.1,1.02
601616,广电电气,-1276.81,1.34,-3.91,-1427.07,-133.11,0.01
601618,中国中冶,183.73,76.89,76.99,4.54,98.49,2.15
601619,嘉泽新能,229.95,26.54,17.51,155.04,96.74,0.35000000000000003
601628,中国人寿,272.12,93.92,103.47,135.08,207.69,10.08
601633,长城汽车,16.9,165.95,201.69,-171.45,221.5,10.46
601636,旗滨集团,1681.12,104.25,76.0,1259.31,190.61,2.63
601666,平煤股份,4499.39,11.65,-3.89,3338.56,138.66,0.61
601668,中国建筑,205.7,145.19,150.95,-46.69,171.7,8.55
601669,中国电建,90.62,105.56,111.05,-48.99,167.96,4.3
601677,明泰铝业,971.22,65.05,55.45,616.58,271.85,5.2
601678,滨化股份,1221.62,98.22,84.19,999.56,138.13,4.24
601688,华泰证券,775.41,96.13,100.02,197.36,565.58,10.55
601689,拓普集团,333.14,103.58,112.22,-87.51,324.09,6.64
601699,潞安环能,6987.77,61.54,39.78,6522.8,283.49,4.09
601700,风范股份,-175.87,50.63,60.92,-208.51,67.23,1.4
601717,郑煤机,1318.44,24.38,18.87,1152.58,823.9,1.53
601718,际华集团,-158.77,63.4,78.64,-297.53,-20.25,2.2
601727,上海电气,-2.23,51.54,57.11,-130.75,25.5,1.6800000000000002
601777,力帆股份,-155.87,33.56,45.46,-236.92,80.25,1.8900000000000001
601788,光大证券,2255.07,106.28,109.2,1594.98,874.9,9.8
601789,宁波建工,62.2,74.11,75.46,-23.2,89.19,2.39
601798,*ST蓝科,-7558.9,-14.13,6.12,-7719.69,-173.7,-0.75
601799,星宇股份,380.0,119.97,118.45,63.61,430.89,13.49
601800,中国交建,177.92,92.84,97.02,-36.39,128.75,8.07
601801,皖新传媒,429.71,148.94,146.12,87.84,218.89,6.98
601808,中海油服,-3245.16,-69.24,-19.81,-3670.43,-194.76,-5.85
601811,新华文轩,99.85,40.39,36.07,62.17,71.95,2.69
601818,光大银行,50.83,130.18,144.8,-150.48,128.21,5.97
601857,中国石油,3032.33,19.79,37.25,3665.59,19.85,1.28
601858,中国科传,80.85,21.68,24.29,-20.04,35.35,0.86
601866,中远海发,5747.86,12.52,2.94,-5017.92,-273.22,-0.01
601872,招商轮船,933.55,86.03,88.94,578.21,550.61,2.3
601877,正泰电器,265.6,178.39,213.78,-177.05,108.53,11.8
601878,浙商证券,-54.63,7.03,13.5,-94.9,-35.82,0.29
601880,大连港,-145.87,26.66,30.75,-256.28,118.37,0.54
601886,江河集团,257.52,57.32,53.8,110.28,9.49,3.07
601888,中国国旅,343.37,173.56,158.15,147.07,327.95,16.43
601890,亚星锚链,-196.14,20.33,27.14,-231.8,-163.76,0.65
601898,中煤能源,-1038.76,15.98,7.06,-1002.63,179.46,1.07
601899,紫金矿业,1738.02,78.7,69.38,1569.6,307.95,1.12
601900,南方传媒,177.39,65.82,72.44,-65.5,25.23,3.21
601901,方正证券,224.55,74.17,92.25,-321.4,329.8,3.06
601908,京运通,7577.56,58.05,45.69,6285.3,886.41,1.8599999999999999
601918,新集能源,2248.08,-27.87,-115.89,1809.83,164.99,-0.84
601919,中远海控,-5358.07,-82.43,-119.08,-9265.7,152.39,-2.04
601928,凤凰传媒,86.29,96.48,97.46,-4.99,82.35,4.33
601929,吉视传媒,-250.34,52.41,68.19,-363.06,-21.56,1.21
601933,永辉超市,391.38,86.33,100.03,-104.89,272.44,1.83
601939,建设银行,42.11,167.03,181.38,-74.5,66.35,9.32
601949,中国出版,57.08,4.05,3.4,19.12,16.51,0.13
601952,苏垦农发,26.42,13.95,19.48,-58.16,26.68,0.54
601958,金钼股份,-3332.23,3.8200000000000003,3.1,-3983.74,46.05,0.15
601965,中国汽研,69.06,67.25,73.58,-24.58,368.65,2.81
601966,玲珑轮胎,5.8,44.39,59.33,-118.49,132.15,3.2
601968,宝钢包装,-331.57,-0.02,10.42,-324.78,134.06,8.67361738e-18
601969,海南矿业,-7789.78,-28.39,2.45,-8157.02,667.94,-0.64
601985,中国核电,50.87,74.11,84.85,-95.91,119.05,1.98
601988,中国银行,46.06,130.44,147.54,-116.1,26.66,5.46
601989,中国重工,338.26,8.09,15.18,268.6,-116.61,0.26
601991,大唐发电,-34.02,32.39,39.58,-131.07,7.8100000000000005,1.06
601992,金隅集团,228.03,58.16,61.82,-34.37,210.52,2.94
601996,丰林集团,795.03,48.98,45.05,727.31,97.74,1.33
601997,贵阳银行,98.99,61.45,66.32,-24.23,69.63,6.48
